wmc,dit,noc,cbo,rfc,lcom,ca,ce,npm,lcom3,loc,dam,moa,mfa,cam,ic,cbm,amc,max_cc,avg_cc,bug
5,5,0,19,32,4,1,18,4,0.916666667,117,0,0,0.942307692,0.583333333,4,8,21.8,1,0.6,0
4,4,0,14,23,4,1,13,3,1,90,0,0,0.978723404,0.555555556,3,7,20.75,1,0.5,0
230,1,1,10,231,26269,2,8,230,0.996132252,845,1,0,0,0.104968944,0,0,2.52173913,1,0.9957,0
2,3,0,20,15,1,1,19,2,2,68,0,0,0.875,0.625,1,1,33,1,0.5,0
5,4,0,11,14,8,1,10,1,1,48,0,0,0.869565217,0.5,2,4,8,1,0.6,0
2,3,0,22,20,1,1,21,2,2,70,0,0,0.875,0.6,1,1,34,6,3,0
2,3,0,29,43,1,1,28,2,1,252,0,0,0.875,0.625,1,1,124,5,2.5,0
4,7,0,10,13,4,2,8,1,1,43,0,0,0.923076923,0.555555556,2,2,9,1,0.5,0
2,4,0,31,26,1,1,30,2,2,209,0,0,0.944444444,0.625,1,1,103.5,1,0.5,0
7,8,0,26,30,9,2,24,2,0.888888889,117,0,0,0.838709677,0.722222222,2,3,15.28571429,1,0.7143,0
3,4,0,25,22,1,1,24,2,0.5,181,0,0,0.944444444,0.625,2,2,59,1,0.3333,0
6,5,0,17,21,9,1,16,1,0.933333333,75,0,0,0.846153846,0.6,2,7,11,2,0.8333,0
5,7,0,10,16,4,1,9,1,0.916666667,62,0,0,0.892857143,0.666666667,2,3,10.8,1,0.6,0
6,4,0,15,23,13,1,14,1,1,107,0,0,0.833333333,0.6,2,5,16.33333333,1,0.6667,0
4,4,0,10,15,4,1,9,3,1,64,0,0,0.966666667,0.555555556,3,6,14.25,1,0.5,0
2,4,0,11,5,1,1,10,2,2,16,0,0,0.944444444,0.625,1,1,7,1,0.5,0
49,1,0,10,53,1170,0,10,49,0.958333333,151,1,0,0,0.114599686,0,0,2.06122449,1,0.9796,0
5,2,0,41,82,2,0,41,3,0.863636364,660,0.181818182,1,0.85,0.5,0,0,128.8,15,3.4,0
2,3,0,36,28,1,1,35,2,1,165,0,0,0.875,0.625,1,1,81,6,3,0
2,3,0,8,12,1,1,7,2,2,61,1,0,0.875,0.625,1,1,29,6,3,0
16,1,0,1,18,64,1,0,15,0.733333333,126,1,1,0,0.275,0,0,6.4375,4,1.125,0
2,3,0,10,15,1,1,9,2,2,55,0,0,0.875,0.666666667,1,1,26.5,4,2,0
2,3,0,1,4,1,0,1,1,2,15,1,0,0.944444444,0.625,1,1,6,1,0.5,0
2,6,10,14,4,1,10,4,2,2,9,0,0,0.958333333,0.666666667,1,1,3.5,1,0.5,0
5,8,0,27,20,4,8,19,1,0.916666667,75,0,0,0.896551724,0.666666667,2,3,13.4,1,0.6,0
6,4,0,18,35,15,1,17,1,0.8,148,0,0,0.852941176,0.541666667,2,3,23.33333333,8,2.8333,0
3,5,0,2,14,3,0,2,1,1,124,0.25,0,0.978723404,1,1,2,39,3,1,0
2,1,0,8,10,1,0,8,0,1,46,1,0,0,1,0,0,18,0,0,0
2,3,0,22,17,1,1,21,2,2,91,0,0,0.875,0.625,1,1,44.5,1,0.5,0
6,6,0,25,19,3,12,13,1,0.866666667,72,0,0,0.857142857,0.733333333,2,3,10.5,1,0.6667,0
2,1,0,16,18,1,0,16,0,1,86,1,0,0,1,0,0,34,0,0,0
2,3,0,21,21,1,2,19,2,2,90,0,0,0.875,0.6,1,1,44,8,4,0
4,5,0,15,23,6,1,14,1,2,462,0,0,0.888888889,0.5625,1,4,114.5,1,0.75,0
2,3,0,23,29,1,1,22,2,2,107,0,0,0.875,0.625,1,1,52.5,1,0.5,0
2,1,0,11,13,1,0,11,0,1,56,1,0,0,1,0,0,22,0,0,0
6,6,0,15,19,3,2,13,1,0.866666667,73,0,0,0.851851852,0.733333333,2,3,10.66666667,1,0.6667,0
6,5,0,24,37,3,4,20,5,0.84,213,0,0,0.924528302,0.733333333,4,9,33.66666667,1,0.6667,0
2,3,0,6,8,1,0,6,2,2,21,0,0,0.961538462,0.666666667,2,4,9.5,1,0.5,0
4,4,0,10,15,4,1,9,3,1,57,0,0,0.96969697,0.555555556,3,5,12.5,1,0.5,0
41,1,0,73,194,774,0,73,33,0.9625,1570,0.3,0,0,0.1375,0,0,37.04878049,14,2.6585,1
4,4,0,11,19,4,1,10,3,1,104,0,0,0.978723404,0.555555556,3,9,24.25,1,0.5,0
3,2,3,17,25,1,3,14,2,0.833333333,181,0.333333333,0,0.75,0.625,1,1,58.33333333,12,4,0
5,4,0,26,43,4,2,24,4,0.916666667,189,0,0,0.968421053,0.666666667,3,9,36.2,1,0.6,0
5,4,0,14,26,8,1,13,3,1,115,0,0,0.953846154,0.583333333,3,9,21.4,2,0.8,0
5,4,0,27,54,10,1,26,2,2,408,0,0,0.80952381,0.342857143,1,3,80.6,3,1.8,0
2,4,0,25,23,1,1,24,2,2,121,1,0,0.944444444,0.625,1,1,59,1,0.5,0
2,3,0,7,6,1,1,6,2,2,18,0,0,0.875,0.625,1,1,8,1,0.5,0
2,1,0,37,39,1,0,37,0,1,186,1,0,0,1,0,0,74,0,0,0
3,3,0,18,28,3,4,14,2,1.5,161,0,0,0.777777778,0.533333333,1,1,51,7,4.3333,1
4,7,0,10,13,4,1,9,1,1,43,0,0,0.925925926,0.555555556,2,2,9,1,0.5,0
5,6,0,13,16,4,1,12,1,0.916666667,64,0,0,0.884615385,0.666666667,2,3,11.2,1,0.6,0
2,3,0,19,16,1,1,18,2,2,67,0,0,0.875,0.625,1,1,32.5,1,0.5,0
54,1,0,159,180,1393,117,46,51,0.943396226,1645,0.111111111,0,0,0.143686502,0,0,29.2962963,13,2.1111,1
4,5,0,10,13,4,1,9,1,1,43,0,0,0.916666667,0.555555556,2,2,9,1,0.5,0
4,6,0,18,36,4,2,16,3,1,172,0,0,0.963636364,0.555555556,5,10,41.25,1,0.5,0
2,3,0,14,19,1,1,13,2,2,75,0,0,0.875,0.625,1,1,36.5,1,0.5,0
2,1,0,5,7,1,0,5,0,1,26,1,0,0,1,0,0,10,0,0,0
5,5,0,15,24,4,4,11,4,0.916666667,145,0,0,0.942307692,0.666666667,4,8,27.4,1,0.6,0
5,7,0,17,18,4,1,16,1,0.916666667,66,0,0,0.888888889,0.666666667,2,3,11.6,1,0.6,0
2,3,0,10,16,1,1,9,2,2,58,0,0,0.875,0.6,1,1,28,4,2,0
5,6,0,7,9,10,5,2,5,1.25,28,0,0,0.962962963,0.65,1,1,4.4,1,0.2,0
4,4,0,13,21,4,1,12,3,1,85,0,0,0.958333333,0.555555556,3,4,19.5,1,0.5,0
3,2,0,47,84,1,0,47,2,0.944444444,569,0.111111111,0,0.944444444,0.75,0,0,185.6666667,22,7.3333,0
7,5,0,29,33,15,1,28,1,0.944444444,145,0,0,0.807692308,0.611111111,2,5,19.28571429,1,0.7143,0
6,5,0,15,10,15,10,5,2,2,31,0,0,0.886363636,0.375,3,7,4.166666667,1,0.8333,0
3,2,0,8,18,3,1,7,2,1.5,138,1,0,0.888888889,0.555555556,1,2,44.66666667,6,2.3333,0
4,5,0,18,27,4,4,14,3,1,112,0,0,0.960784314,0.555555556,4,10,26.25,1,0.5,0
2,3,0,16,19,1,4,12,2,2,82,0,0,0.875,0.625,1,1,40,1,0.5,0
2,3,0,25,18,1,1,24,2,2,103,0,0,0.875,0.625,1,1,50.5,1,0.5,0
5,1,0,17,48,8,2,16,2,1.0625,342,0.5,0,0,0.357142857,0,0,66.6,3,1.4,0
2,3,0,13,12,1,3,10,2,2,46,0,0,0.875,0.625,1,1,22,1,0.5,0
4,4,0,11,19,4,1,10,3,1,78,0,0,0.978723404,0.555555556,3,7,17.75,1,0.5,0
2,3,0,21,15,1,2,19,2,2,103,0,0,0.875,0.625,1,1,50.5,2,1,0
6,5,0,15,18,9,1,14,2,0.933333333,69,0,0,0.846153846,0.44,2,4,10,4,1.1667,0
5,6,0,14,17,4,1,13,1,0.916666667,62,0,0,0.884615385,0.666666667,2,3,10.8,1,0.6,0
2,3,0,25,30,1,1,24,2,2,134,0,0,0.875,0.625,1,1,66,1,0.5,0
2,3,0,11,19,1,1,10,2,2,69,0,0,0.875,0.666666667,1,1,33.5,5,2.5,0
8,3,1,13,50,6,1,12,6,0.761904762,214,0.333333333,0,0.87755102,0.5,2,4,25.375,2,1,0
5,4,0,10,14,8,1,9,1,1,48,0,0,0.869565217,0.5,2,4,8,1,0.6,0
4,4,0,14,27,4,1,13,3,1,114,0,0,0.978723404,0.555555556,3,11,26.75,1,0.5,0
5,7,0,14,18,8,2,12,1,1,53,0,0,0.888888889,0.666666667,2,3,9,1,0.6,0
2,1,0,3,6,1,1,2,2,2,36,0,0,0,0.75,0,0,17,4,2,0
2,2,0,28,26,1,3,25,2,2,154,0,0,0.8,0.666666667,0,0,76,1,0.5,0
2,1,0,29,31,1,0,29,0,1,181,1,0,0,1,0,0,72,0,0,0
5,7,0,19,20,4,1,18,1,0.916666667,84,0,0,0.888888889,0.666666667,2,3,15.2,1,0.6,0
40,1,0,24,40,780,22,2,40,2,40,0,0,0,0.214285714,0,0,0,1,1,0
11,5,0,45,85,49,3,42,5,0.966666667,724,0,0,0.780487805,0.3125,2,2,64.54545455,2,1.0909,1
2,3,0,10,11,1,4,6,2,2,40,0,0,0.875,0.666666667,1,1,19,3,1.5,0
2,1,0,18,20,1,0,18,0,1,91,1,0,0,1,0,0,36,0,0,0
2,3,0,10,8,1,3,7,2,2,29,0,0,0.875,0.625,1,1,13.5,2,1,0
2,3,0,11,14,1,1,10,2,2,55,0,0,0.875,0.6,1,1,26.5,4,2,0
6,3,2,32,54,15,2,30,5,1.15,350,0.75,0,0.583333333,0.366666667,1,1,56.66666667,4,1.3333,0
2,3,0,12,16,1,1,11,2,2,67,0,0,0.875,0.625,1,1,32.5,4,2,0
5,4,0,22,23,10,1,21,1,2,83,0,0,0.878787879,0.55,2,3,15.6,4,1.4,0
2,1,0,17,19,1,0,17,0,1,86,1,0,0,1,0,0,34,0,0,0
3,4,0,6,8,3,4,2,2,1.166666667,29,0,0,0.981132075,1,3,4,7.666666667,1,0.3333,0
11,4,0,48,97,7,0,48,6,0.817647059,701,0.352941176,1,0.727272727,0.244444444,1,1,61.18181818,9,2.8182,0
2,3,0,20,17,1,1,19,2,2,72,0,0,0.875,0.625,1,1,35,1,0.5,0
2,3,0,8,12,1,1,7,2,2,43,0,0,0.875,0.6,1,1,20.5,3,1.5,0
4,2,0,34,75,4,0,34,2,0.888888889,785,0.266666667,0,0.894736842,0.555555556,0,0,191.5,13,3.5,0
2,3,0,17,24,1,3,14,2,2,124,0,0,0.875,0.625,1,1,61,13,6.5,0
6,6,0,19,21,3,6,13,1,0.866666667,102,0,0,0.851851852,0.733333333,2,3,15.5,1,0.6667,0
3,3,0,14,12,1,1,13,2,0.75,53,0.5,0,0.875,0.666666667,0,0,16,1,0.3333,0
2,3,0,26,26,1,1,25,2,2,116,0,0,0.875,0.625,1,1,57,1,0.5,0
5,7,0,19,21,4,1,18,1,0.916666667,79,0,0,0.892857143,0.666666667,2,3,14.2,1,0.6,0
4,4,0,11,19,4,1,10,3,1,90,0,0,0.978723404,0.555555556,3,9,20.75,1,0.5,0
3,1,0,12,22,1,0,12,2,0.75,94,0.5,0,0,1,0,0,29.66666667,3,1,0
12,4,0,75,166,66,2,73,2,1,1631,0.5,0,0.607142857,0.258333333,1,2,134.75,7,2.4167,0
5,4,0,8,26,8,0,8,1,0.875,77,0,0,0.869565217,0.5,1,3,14,1,0.6,0
2,2,0,29,55,0,1,28,2,1,273,0.2,0,0.8,0.666666667,0,0,133,1,0.5,0
2,4,0,35,33,1,2,33,2,2,213,0,0,0.944444444,0.625,2,2,105.5,1,0.5,0
5,4,0,12,15,10,1,11,1,2,45,0,0,0.878787879,0.55,2,3,8,3,1.2,0
4,5,0,6,12,4,1,5,3,1,48,0,0,0.980392157,0.555555556,4,8,10.25,1,0.5,0
5,6,0,21,21,4,3,18,1,0.916666667,89,0,0,0.884615385,0.666666667,2,3,16.2,1,0.6,0
5,4,0,14,13,10,3,11,1,2,32,0,0,0.878787879,0.55,2,3,5.4,1,0.8,0
1,1,0,5,1,0,4,1,1,2,1,0,0,0,1,0,0,0,1,1,0
5,8,0,21,22,4,3,18,1,0.916666667,95,0,0,0.896551724,0.666666667,2,3,17.4,1,0.6,0
7,4,1,28,56,15,3,25,5,0.944444444,404,0,0,0.924242424,0.4,3,5,56.28571429,1,0.7143,0
4,5,0,10,15,4,1,9,1,1,47,0,0,0.916666667,0.555555556,2,2,10,1,0.5,0
56,1,0,16,64,1524,0,16,56,0.96969697,202,1,0,0,0.07424812,0,0,2.553571429,1,0.9821,0
4,4,0,11,19,4,1,10,3,1,90,0,0,0.978723404,0.555555556,3,9,20.75,1,0.5,0
7,3,0,21,48,17,0,21,6,0.962962963,238,0.222222222,0,0.864864865,0.5,0,0,31.71428571,8,1.7143,0
2,3,0,8,8,1,0,8,2,2,30,0,0,0.875,0.666666667,1,1,14,2,1,0
2,3,0,9,8,1,1,8,2,2,30,0,0,0.875,0.666666667,1,1,14,2,1,0
4,5,0,16,24,4,1,15,3,1,87,0,0,0.960784314,0.555555556,4,9,20,1,0.5,0
5,8,0,23,29,4,1,22,1,0.916666667,105,0,0,0.896551724,0.666666667,2,3,19.4,1,0.6,0
4,5,0,11,15,4,2,9,1,1,47,0,0,0.916666667,0.555555556,2,2,10,1,0.5,0
6,4,0,13,18,9,2,11,1,0.933333333,60,0,0,0.833333333,0.6,2,5,8.5,2,0.8333,0
19,1,0,22,92,165,1,22,3,1.013888889,1123,0.083333333,0,0,0.196969697,0,0,57.47368421,6,2.5789,0
4,7,0,10,13,4,2,8,1,1,43,0,0,0.923076923,0.555555556,2,2,9,1,0.5,0
4,2,0,5,5,6,1,4,2,2,23,0,0,0.888888889,0.583333333,1,2,4.75,1,0.75,0
8,4,0,15,53,20,1,14,4,0.821428571,289,0.25,0,0.907692308,0.4,3,4,34.625,1,0.75,0
3,3,0,8,14,1,0,8,2,0.75,46,0.5,0,0.947368421,0.666666667,0,0,13.66666667,2,0.6667,0
5,5,0,19,19,4,4,15,1,0.916666667,75,0,0,0.88,0.666666667,2,3,13.4,1,0.6,0
2,3,0,17,17,1,2,15,2,2,64,0,0,0.875,0.625,1,1,31,4,2,0
5,4,0,11,21,8,1,10,3,1,124,0,0,0.968421053,0.4375,3,9,23.2,1,0.6,0
4,6,0,10,13,4,1,9,1,1,43,0,0,0.92,0.555555556,2,2,9,1,0.5,0
4,4,0,7,9,6,1,6,1,2,24,0,0,0.90625,0.4375,2,2,5,1,0.75,0
5,7,0,20,22,4,1,19,1,0.916666667,82,0,0,0.888888889,0.583333333,2,2,14.8,1,0.6,0
5,6,0,16,18,4,1,15,1,0.916666667,68,0,0,0.884615385,0.666666667,2,3,12,1,0.6,0
4,4,0,18,26,4,1,17,3,1,110,0,0,0.978723404,0.555555556,3,9,25.75,1,0.5,0
6,4,0,23,37,3,2,21,5,0.866666667,237,0,0,0.958333333,0.733333333,3,6,38,1,0.6667,0
2,2,0,11,9,1,2,9,2,2,43,0,0,0.8,0.666666667,0,0,20.5,1,0.5,0
2,3,0,16,12,1,1,15,2,2,40,0,0,0.875,0.625,1,1,19,1,0.5,0
6,4,0,13,20,13,2,11,1,1,67,0,0,0.833333333,0.533333333,2,4,9.666666667,1,0.6667,0
5,6,0,3,9,10,1,2,5,1.25,28,0,0,0.962962963,0.65,1,1,4.4,1,0.2,0
5,5,0,9,14,8,1,8,1,1,45,0,0,0.88,0.5,2,5,7.4,1,0.6,1
2,3,0,10,8,1,4,6,2,2,28,0,0,0.875,0.625,1,1,13,2,1,0
2,3,0,10,19,1,1,9,2,2,81,0,0,0.875,0.666666667,1,1,39.5,5,2.5,0
6,6,0,21,27,3,0,21,1,0.866666667,121,0,0,0.851851852,0.733333333,2,3,18.66666667,1,0.6667,0
6,5,0,20,24,13,1,19,1,1,94,0,0,0.84,0.533333333,2,4,14.16666667,1,0.6667,0
2,3,0,30,31,1,4,26,2,2,198,0,0,0.875,0.625,1,1,98,18,9,0
2,1,0,4,2,1,3,1,2,2,2,0,0,0,0.75,0,0,0,1,1,0
2,3,0,25,14,1,4,21,2,2,52,0,0,0.875,0.625,1,1,25,4,2,0
2,2,0,4,5,1,0,4,2,2,23,0,0,0.666666667,0.625,1,1,10.5,1,0.5,0
2,5,8,12,4,1,8,4,2,2,8,0,0,0.956521739,0.666666667,1,1,3,1,0.5,0
5,5,0,14,16,4,2,12,1,0.916666667,58,0,0,0.88,0.666666667,2,3,10,1,0.6,0
5,1,0,18,44,0,1,17,2,0.25,243,1,0,0,0.5,0,0,47.4,14,4.2,0
2,1,0,12,14,1,0,12,0,1,66,1,0,0,1,0,0,26,0,0,0
3,3,0,23,22,3,2,21,2,1,87,0,0,0.875,0.625,1,1,27.33333333,4,1.3333,0
2,3,0,12,13,1,1,11,2,2,47,0,0,0.875,0.625,1,1,22.5,2,1,0
5,1,3,15,34,0,3,12,4,0.625,245,0.5,0,0,0.416666667,0,0,47.6,8,2.8,0
5,5,0,16,17,4,2,14,1,0.916666667,61,0,0,0.88,0.666666667,2,3,10.6,1,0.6,0
62,1,0,144,130,1809,107,38,54,0.963934426,1821,0.8,0,0,0.172131148,0,0,28.29032258,6,1.871,1
2,3,0,18,14,1,1,17,2,2,98,0,0,0.875,0.625,1,1,48,6,3,0
4,5,0,2,9,6,0,2,2,1.111111111,32,0,0,0.970149254,1,4,7,6.25,1,0.5,0
2,3,0,18,19,1,1,17,2,2,90,0,0,0.875,0.625,1,1,44,1,0.5,0
5,4,0,9,12,10,1,8,1,2,35,0,0,0.878787879,0.55,2,3,6,1,0.8,0
4,4,0,16,22,4,1,15,3,1.133333333,88,0.4,0,0.959183673,0.555555556,3,5,19.75,1,0.5,0
3,1,0,9,24,1,1,8,1,1.3125,102,0.875,0,0,0.5,0,0,30.33333333,1,0.3333,0
2,1,0,3,5,1,0,3,0,1,16,1,0,0,1,0,0,6,0,0,0
5,7,0,25,25,4,2,23,1,0.916666667,89,0,0,0.892857143,0.666666667,2,3,16.2,1,0.6,0
2,2,0,16,15,1,3,13,2,2,69,0,0,0.8,0.666666667,0,0,33.5,1,0.5,0
2,3,0,15,17,1,1,14,2,2,80,0,0,0.875,0.625,1,1,39,1,0.5,0
4,3,0,7,25,4,0,7,2,0.833333333,193,0.5,0,0.888888889,0.5,1,1,46.75,13,3.5,0
2,1,0,27,29,1,0,27,0,1,136,1,0,0,1,0,0,54,0,0,0
2,3,2,12,14,1,2,10,2,2,153,1,0,0.875,0.666666667,0,0,74,5,2.5,0
3,1,0,22,42,3,0,22,2,0.5,221,0,0,0,0.777777778,0,0,72,14,5.6667,0
4,2,0,18,34,4,2,16,2,0.888888889,191,0.333333333,0,0.5,0.5,1,1,46,4,1.25,0
5,6,0,14,17,4,1,13,1,0.916666667,60,0,0,0.884615385,0.666666667,2,3,10.4,1,0.6,0
2,1,0,3,5,1,0,3,0,1,16,1,0,0,1,0,0,6,0,0,0
2,1,0,21,23,1,0,21,0,1,116,1,0,0,1,0,0,46,0,0,0
2,1,0,15,17,1,0,15,0,1,76,1,0,0,1,0,0,30,0,0,0
4,4,0,23,38,4,1,22,3,1,172,0,0,0.966666667,0.555555556,3,7,41.25,1,0.5,0
3,3,0,24,18,3,5,19,2,1,78,0,0,0.875,0.625,1,1,24.33333333,5,1.6667,0
5,6,0,10,16,4,1,9,1,0.916666667,62,0,0,0.884615385,0.666666667,2,3,10.8,1,0.6,0
4,7,0,11,13,4,2,9,1,1,43,0,0,0.925925926,0.555555556,2,2,9,1,0.5,0
2,1,0,29,31,1,0,29,0,1,151,1,0,0,1,0,0,60,0,0,0
2,1,0,10,7,1,1,9,1,2,30,0,0,0,0.5,0,0,14,2,1,0
2,3,0,13,16,1,2,11,2,2,62,0,0,0.875,0.625,1,1,30,4,2,0
2,4,0,8,13,1,2,6,2,2,43,0,0,0.875,0.666666667,0,0,20.5,3,1.5,0
2,7,3,6,4,1,3,3,1,2,9,0,0,0.96,0.666666667,1,1,3.5,1,0.5,0
4,5,0,18,24,6,0,18,1,1.238095238,132,0.714285714,0,0.923076923,0.833333333,1,1,30.25,14,3.75,0
2,2,0,2,5,1,0,2,1,2,12,0,0,0.833333333,0.5,0,0,5,1,0.5,0
2,1,0,10,12,1,0,10,0,1,51,1,0,0,1,0,0,20,0,0,0
3,4,0,16,20,3,3,13,3,2,60,0,0,0.866666667,0.666666667,2,4,19,6,2.3333,0
2,1,0,2,5,1,0,2,2,2,17,0,0,0,0.75,0,0,7.5,1,0.5,0
4,5,0,9,13,4,0,9,1,1,43,0,0,0.916666667,0.555555556,2,2,9,1,0.5,0
4,2,68,78,16,6,68,10,3,1,53,0,0,0.666666667,0.666666667,0,0,11.75,1,0.5,0
4,4,0,10,18,4,1,9,3,1,85,0,0,0.978723404,0.555555556,3,9,19.5,1,0.5,0
5,6,0,14,20,8,1,13,2,1,61,0,0,0.884615385,0.4,2,3,10.6,1,0.6,0
2,3,0,12,18,1,0,12,2,2,91,0,0,0.875,0.625,1,1,44.5,5,2.5,0
5,6,0,21,19,4,6,15,1,0.916666667,70,0,0,0.884615385,0.666666667,2,3,12.4,1,0.6,0
4,4,0,18,47,4,1,17,3,1,192,0,0,0.967213115,0.555555556,3,5,46.25,1,0.5,0
5,4,0,34,133,10,2,32,3,1.083333333,884,0,0,0.941176471,0.357142857,3,7,175.2,7,1.8,1
4,4,0,16,29,4,1,15,3,1,137,0,0,0.96969697,0.555555556,3,5,32.5,1,0.5,0
2,3,0,11,20,1,1,10,2,2,81,0,0,0.875,0.666666667,1,1,39.5,5,2.5,0
3,5,0,11,8,3,1,10,1,2,28,0,0,0.92,0.5,1,2,8.333333333,2,1,0
4,4,0,11,19,4,1,10,3,1,97,0,0,0.96969697,0.555555556,3,6,22.5,1,0.5,0
2,4,0,22,30,1,1,21,2,2,462,0,0,0.944444444,0.625,1,2,230,1,0.5,0
2,3,0,14,13,1,1,13,2,2,50,0,0,0.875,0.6,1,1,24,1,0.5,0
2,1,0,7,9,1,3,4,2,2,58,0,0,0,0.75,0,0,28,6,3,0
4,6,0,9,13,4,0,9,1,1,43,0,0,0.92,0.555555556,2,2,9,1,0.5,0
0,1,0,172,0,0,172,0,0,2,643,0,0,0,0,0,0,0,0,0,0
2,4,0,7,10,1,0,7,2,2,34,0,0,0.888888889,0.666666667,1,1,16,3,1.5,0
0,1,0,5,0,0,5,0,0,2,23,0,0,0,0,0,0,0,0,0,0
14,4,0,37,102,1,5,32,12,0.826923077,888,0.25,0,0.727272727,0.653846154,3,3,62.14285714,1,0.8571,0
4,5,0,10,13,4,1,9,1,1,43,0,0,0.916666667,0.555555556,2,2,9,1,0.5,0
2,4,0,24,24,1,1,23,2,2,129,0,0,0.944444444,0.625,1,2,63.5,3,1.5,0
2,1,0,5,8,1,2,3,2,2,54,0,0,0,0.75,0,0,26,7,3.5,0
13,1,0,49,65,76,14,35,0,0.958333333,1570,0.5,0,0,0.384615385,0,0,119.6153846,7,2.0769,0
2,1,0,7,15,1,0,7,2,2,41,0,0,0,0.666666667,0,0,19.5,2,1,0
2,4,0,12,29,0,0,12,1,1.333333333,143,0.333333333,0,0.978723404,0.75,2,2,69,6,3,0
4,5,0,27,45,4,0,27,2,1.333333333,197,0,0,0.727272727,0.4,1,1,47.5,5,2.75,0
2,1,0,15,29,1,0,15,2,2,95,0,0,0,0.666666667,0,0,46.5,2,1,0
9,3,0,14,36,28,0,14,8,0.84375,209,0.5,0,0.829787234,0.253968254,2,6,21.77777778,5,2.2222,0
6,3,0,8,18,9,0,8,6,0.7,92,0.5,0,0.886363636,0.333333333,2,6,14,4,1.6667,0
2,1,0,15,29,1,0,15,2,2,97,0,0,0,0.666666667,0,0,46.5,2,1,0
3,1,0,7,14,1,1,6,2,0.5,72,1,0,0,0.75,0,0,22.66666667,6,2,1
1,2,0,1,2,0,0,1,1,2,5,0,0,1,1,0,0,4,0,0,0
2,2,0,15,20,1,0,15,2,2,164,0,0,0.75,0.6,1,1,81,13,6.5,0
2,1,0,10,19,1,0,10,2,2,46,0,0,0,0.666666667,0,0,22,1,0.5,0
2,5,0,8,29,1,0,8,1,2,114,0,0,0.979166667,0.75,2,2,56,5,2.5,0
7,5,0,18,38,21,3,18,3,1.166666667,224,0.75,0,0.952755906,0.371428571,2,4,30.42857143,14,3.8571,0
6,3,0,15,42,9,0,15,6,0.866666667,169,0.333333333,0,0.886363636,0.333333333,2,6,26.66666667,5,1.8333,0
6,1,0,10,24,15,0,10,5,1,85,0,0,0,0.333333333,0,0,13,3,1.1667,0
6,3,0,12,26,9,0,12,6,0.7,135,0.5,0,0.886363636,0.333333333,2,6,21.16666667,5,1.8333,0
9,3,0,6,24,24,0,6,8,0.9,140,0.4,0,0.829787234,0.311111111,2,6,14,4,1.6667,0
2,1,0,3,10,1,0,3,2,2,41,0,0,0,0.666666667,0,0,19.5,2,1,0
2,1,0,3,10,1,0,3,2,2,46,0,0,0,0.666666667,0,0,22,2,1,0
6,3,0,12,29,9,0,12,6,0.7,148,0.5,0,0.886363636,0.333333333,2,6,23.33333333,9,2.5,0
2,2,0,17,22,1,0,17,2,2,91,0,0,0.5,0.75,0,0,44.5,5,2.5,0
2,5,0,6,14,0,0,6,1,0,75,1,0,0.979166667,0.75,2,2,36,6,3,0
3,5,0,7,18,3,0,7,3,1.5,60,1,0,0.961538462,1,3,8,18.66666667,4,1.6667,0
2,4,0,1,3,1,0,1,1,2,7,0,0,0.875,1,1,2,2.5,1,0.5,0
3,2,0,3,7,3,0,3,1,2,23,0,0,0.666666667,0.583333333,1,2,6.666666667,1,0.6667,0
3,1,0,9,17,3,0,9,2,1,65,0,0,0,0.416666667,0,0,20.33333333,3,1.3333,0
1,2,0,1,2,0,0,1,1,2,5,0,0,1,1,0,0,4,0,0,0
3,4,0,6,16,3,0,6,1,1,77,0,0,0.958333333,0.444444444,2,2,24,6,2.3333,0
2,1,0,3,10,1,0,3,2,2,46,0,0,0,0.666666667,0,0,22,2,1,0
0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
3,5,0,7,18,3,0,7,3,1.5,60,1,0,0.961538462,1,3,8,18.66666667,4,1.6667,0
7,3,0,14,30,15,0,14,6,0.833333333,148,0.333333333,0,0.866666667,0.261904762,2,7,19.71428571,7,2,0
3,1,0,9,18,3,0,9,3,2,57,0,0,0,0.777777778,0,0,18,1,0.6667,0
2,1,0,7,12,1,0,7,2,2,51,0,0,0,0.666666667,0,0,24.5,2,1,0
3,2,0,3,7,3,0,3,1,2,23,0,0,0.666666667,0.583333333,1,2,6.666666667,1,0.6667,0
3,1,0,12,20,1,0,12,2,0.5,83,1,0,0,0.666666667,0,0,26.33333333,3,1,0
2,2,0,1,3,1,0,1,1,2,7,0,0,0.75,1,1,1,2.5,1,0.5,0
0,1,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0
3,5,0,23,31,3,1,22,2,1.5,129,0,0,0.8,0.416666667,1,1,41.33333333,3,1.6667,0
3,1,0,9,18,3,0,9,3,2,57,0,0,0,0.777777778,0,0,18,1,0.6667,0
5,4,0,9,13,10,0,9,3,1.25,45,0,0,0.714285714,0.6,1,2,7.6,2,1,0
2,1,0,8,11,1,0,8,2,2,53,0,0,0,0.666666667,0,0,25.5,3,1.5,0
1,5,0,1,2,0,0,1,1,2,4,0,0,1,1,0,0,3,0,0,0
3,2,0,3,7,3,0,3,1,2,23,0,0,0.666666667,0.583333333,1,2,6.666666667,1,0.6667,0
3,4,0,10,18,3,0,10,1,1,55,0,0,0.818181818,0.5,1,1,17,2,1,0
